college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,1H,6392.0,25133.0,25133.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,2AH,5253.0,10114.0,10114.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,3AH,,17644.0,17644.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,2908.0,6317.0,,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GMH,3711.0,6402.0,6392.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,S2G,13713.0,26621.0,26621.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Obstetrics and Gynecology,S2H,22202.0,32532.0,32532.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Opthalamology,3AG,,22364.0,22364.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Opthalamology,GM,6880.0,21348.0,21348.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Opthalamology,GMH,9021.0,23700.0,23017.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Opthalamology,STG,,90217.0,90217.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Opthalamology,STH,46599.0,,,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,2AG,8782.0,14688.0,19636.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,2AH,9423.0,24853.0,27936.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,2BH,13632.0,20172.0,20172.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,GM,4640.0,13108.0,14688.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,GMH,7927.0,18722.0,18722.0,,,123400,Non-Inservice,KEA
Vijaynagar Institute of Medical Sciences,M.S. Orthopedics,STH,37093.0,101611.0,,,,123400,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D Emergency Medicine,GM,,19524.0,19524.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D Emergency Medicine,ME,44612.0,95461.0,91691.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D Emergency Medicine,MNG,,,165185.0,,,5015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D Hospital Administration,ME,100259.0,,,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D Hospital Administration,OPN,63189.0,112882.0,168668.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,3BG,24042.0,49775.0,,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,GM,17549.0,34735.0,39047.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,GMH,,42490.0,42490.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,GMP,31907.0,67177.0,67177.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,GMPH,34178.0,68943.0,68943.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,ME,46929.0,107785.0,112301.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Anaesthesia,OPN,28608.0,38505.0,38505.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Biochemistry,OPN,,,195463.0,,,187668,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Community Medicine,GM,75326.0,,,,,207027,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Community Medicine,GMP,95992.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Community Medicine,ME,133572.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Community Medicine,OPN,,,199805.0,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Dermatology,1H,12309.0,12309.0,12309.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Dermatology,MNG,78526.0,100784.0,139214.0,,,13015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Forensic Medicine,GM,125915.0,,,,,207027,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Forensic Medicine,OPN,,,147028.0,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,1G,6897.0,14320.0,,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,2AG,4884.0,12071.0,12071.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,GM,,5703.0,,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,GMP,6939.0,15773.0,15773.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,ME,13717.0,23109.0,22965.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,MNG,94011.0,103621.0,172897.0,,,9015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,NRI,132637.0,,,,,9015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,OPN,5703.0,8832.0,8353.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. General Medicine,STG,36688.0,66104.0,66104.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Microbiology,OPN,69113.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,2AG,9586.0,15891.0,15891.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,GM,6832.0,14113.0,14113.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,ME,19188.0,42226.0,41745.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,MNG,73786.0,112346.0,203611.0,,,7515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,OPN,9618.0,24568.0,24568.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Paediatrics,S3G,,37187.0,48185.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,GM,,63834.0,84482.0,,,207027,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,GMP,,116360.0,116360.0,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,GMPH,58381.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,ME,77196.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,MNG,,,135983.0,,,4015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,OPN,,111382.0,111382.0,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pathology,S2G,54921.0,100633.0,,,,207027,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pharmacology,GM,76099.0,120520.0,,,,207027,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pharmacology,ME,115710.0,,,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Pharmacology,OPN,80661.0,,142613.0,,,358253,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Psychiatry,GM,15085.0,32415.0,32415.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Psychiatry,GMPH,52218.0,106863.0,106863.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Psychiatry,ME,37465.0,82366.0,82366.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Psychiatry,MNG,,,115565.0,,,7515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Psychiatry,NRI,111866.0,,,,,7515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,GM,1844.0,4756.0,4756.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,GMP,,10909.0,7675.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,GMPH,7682.0,15156.0,15156.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,ME,7675.0,17655.0,17655.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,MNG,88137.0,114699.0,136414.0,,,12515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Diagnosis,S3G,12611.0,20611.0,,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Therapy,3AG,,51612.0,69740.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Therapy,GMPH,40719.0,47789.0,47789.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Therapy,ME,74321.0,81624.0,71687.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Therapy,OPN,24340.0,43377.0,43377.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Radio Therapy,S2H,88013.0,113298.0,113298.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Respiratory Medicine,GMPH,19807.0,42519.0,42519.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Respiratory Medicine,ME,,62632.0,77342.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.D. Respiratory Medicine,MNG,,112199.0,,,,7515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. ENT,GM,,27703.0,31523.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. ENT,GMPH,,114203.0,114203.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. ENT,ME,48063.0,123017.0,123017.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. ENT,MNG,,,164797.0,,,5015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. ENT,S1G,53781.0,99448.0,99448.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,3AG,11353.0,23767.0,32392.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,GM,7245.0,17995.0,23334.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,GMH,,,32028.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,GMPH,,,44730.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,ME,28601.0,48908.0,49176.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,MNG,68238.0,114704.0,163051.0,,,6015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,NRI,97548.0,97548.0,,,,6015000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,OPN,17616.0,30128.0,33434.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. General Surgery,S1G,,,56203.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,3AG,,20718.0,20718.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,GMP,13955.0,,,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,ME,17860.0,29177.0,33922.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,MNG,80907.0,113379.0,189041.0,,,8515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,NRI,109924.0,,,,,8515000,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,S2G,,34203.0,34203.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,S3G,26638.0,38388.0,,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Opthalamology,1G,27625.0,60996.0,60996.0,,,783108,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Opthalamology,GMP,22308.0,37310.0,,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Opthalamology,ME,45307.0,67294.0,79534.0,,,1387994,Non-Inservice,KEA
Vydehi Institute Of Medical Sciences & Research Centre,M.S. Opthalamology,MNG,,,144716.0,,,7515000,Non-Inservice,KEA
