college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Gandhi Medical College,M.D. (GENERAL MEDICINE),SC,6088.0,,,
Mother Hospital,M.D. (GENERAL MEDICINE),Open,6142.0,,,
R G Kar Medical College,M.D. (GENERAL MEDICINE),EWS,6147.0,6803.0,,
Venkateshwar Hospital,M.D. (GENERAL MEDICINE),Open,6285.0,,,
Kakatiya Medical College,M.D. (GENERAL MEDICINE),SC,6308.0,8537.0,10553.0,
Bansal Hospital,M.D. (GENERAL MEDICINE),Open,6313.0,,,
Assam Medical College,M.D. (GENERAL MEDICINE),EWS,6487.0,,204996.0,
College Of Medicine And Jnm Hospital,M.D. (GENERAL MEDICINE),Open,6506.0,,,
B. J. Medical College,M.D. (GENERAL MEDICINE),ST,6595.0,,,
Bangalore Medical College And Research Institute,M.D. (GENERAL MEDICINE),ST,6606.0,,,
B.J.Government Medical College,M.D. (GENERAL MEDICINE),SC,6609.0,,,
Sree Uthradom Tirunal Hospital,M.D. (GENERAL MEDICINE),Open,6689.0,,,
M. P. Shah Government Medical College,M.D. (GENERAL MEDICINE),SC,6699.0,,13698.0,
Shree Aggarsain International Hospital,M.D. (GENERAL MEDICINE),Open,6813.0,,,
R G Kar Medical College,M.D. (GENERAL MEDICINE),SC,6913.0,9635.0,,
Stanley Medical College,M.D. (GENERAL MEDICINE),SC,6982.0,,,
Guntur Medical College,M.D. (GENERAL MEDICINE),SC,7067.0,,,
St. James Hospital,M.D. (GENERAL MEDICINE),Open,7223.0,,,
Qrg Medicare,M.D. (GENERAL MEDICINE),Open,7281.0,,,
Jlnm Hospital,M.D. (GENERAL MEDICINE),Open,7334.0,,,
Topiwala National Medical College,M.D. (GENERAL MEDICINE),SC,7349.0,,9373.0,
Sawai Man Singh Medical College,M.D. (GENERAL MEDICINE),SC,7424.0,,139882.0,
Tezpur Medical College,M.D. (GENERAL MEDICINE),EWS,7482.0,8716.0,,
Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),SC,7604.0,,12716.0,
Silchar Medical College,M.D. (GENERAL MEDICINE),EWS,7655.0,,,
Chandan Hospital,M.D. (GENERAL MEDICINE),Open,7664.0,,,
Govt Medical College,M.D. (GENERAL MEDICINE),Open,7671.0,2560.0,,
Mysore Medical College And Research Institute,M.D. (GENERAL MEDICINE),SC,7705.0,,,
Sagar Hospital,M.D. (GENERAL MEDICINE),Open,7777.0,,,
Lalitha Super Specialty Hospital,M.D. (GENERAL MEDICINE),Open,7833.0,,,
Sk Hospital,M.D. (GENERAL MEDICINE),Open,7834.0,,,
Andhra Medical College,M.D. (GENERAL MEDICINE),SC,8018.0,,,
Siddhartha Medical College,M.D. (GENERAL MEDICINE),SC,8294.0,9836.0,,
Medicare Multispeciality Hospital,M.D. (GENERAL MEDICINE),Open,8327.0,,,
Govt. Medical College And Hospital,M.D. (GENERAL MEDICINE),ST,8337.0,,,
Balrampur Hospital,M.D. (GENERAL MEDICINE),OBC,8470.0,,,
Sawai Man Singh Medical College,M.D. (GENERAL MEDICINE),ST,8475.0,,,
Big Apollo Spectra Hospitals,M.D. (GENERAL MEDICINE),Open,8607.0,,,14499.0
Thanjavur Medical College,M.D. (GENERAL MEDICINE),SC,8654.0,,,
Laddhad Hospital,M.D. (GENERAL MEDICINE),Open,8705.0,,,
Apollo Hospital,M.D. (GENERAL MEDICINE),Open,8752.0,,,15199.0
King Georges Medical University,M.D. (GENERAL MEDICINE),SC,8802.0,,,
Srirama Chandra Bhanja Medical College,M.D. (GENERAL MEDICINE),SC,8905.0,,,
Dr. Sampurnanand Medical College (Snmc),M.D. (GENERAL MEDICINE),SC,8932.0,,12624.0,
Government Kilpauk Medical College,M.D. (GENERAL MEDICINE),SC,9007.0,,9048.0,
Burdwan Medical College,M.D. (GENERAL MEDICINE),SC,9017.0,9726.0,12365.0,
Kurnool Medical College,M.D. (GENERAL MEDICINE),SC,9045.0,,,
Chengalpattu Medical College,M.D. (GENERAL MEDICINE),SC,9048.0,,,
Shifaa Hospital,M.D. (GENERAL MEDICINE),Open,9075.0,,,
Indira Gandhi Govt.Medical College Nagpur,M.D. (GENERAL MEDICINE),SC,9231.0,,,
Dr. Shankarrao Chavan Government Medical College,M.D. (GENERAL MEDICINE),SC,9232.0,,,
Government Medical College Kota,M.D. (GENERAL MEDICINE),SC,9325.0,,,
Mahatma Gandhi Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,9373.0,,,
Mandya Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,9449.0,,,
Bharath Hospital,M.D. (GENERAL MEDICINE),Open,9483.0,,,
Vss Institute Of Medical Sciences And Research,M.D. (GENERAL MEDICINE),SC,9731.0,,,
Patna Medical College,M.D. (GENERAL MEDICINE),SC,9740.0,,,
Mysore Medical College And Research Institute,M.D. (GENERAL MEDICINE),ST,9823.0,,,
Hassan Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,9841.0,,,
Government Medical College Patiala.,M.D. (GENERAL MEDICINE),SC,9853.0,,215768.0,
The Fatima Hospital,M.D. (GENERAL MEDICINE),Open,9874.0,,,
Madras Medical College,M.D. (GENERAL MEDICINE),ST,9878.0,,,
Vijanagara Institute Of Medical Sciences Ballari,M.D. (GENERAL MEDICINE),SC,9919.0,,,
District Hospital,M.D. (GENERAL MEDICINE),Open,9921.0,19769.0,,
Santosh Hospital,M.D. (GENERAL MEDICINE),Open,9926.0,,11547.0,
Sbls Civil Hospital,M.D. (GENERAL MEDICINE),Open,9990.0,,,
Govt Medical College Kottayam,M.D. (GENERAL MEDICINE),SC,9994.0,,,
Sundram Arulrhaj Hospital,M.D. (GENERAL MEDICINE),Open,10101.0,,,
Gadag Institute Of Medical Sciences Gadag,M.D. (GENERAL MEDICINE),SC,10108.0,,,
Jawahar Lal Nehru Medical College,M.D. (GENERAL MEDICINE),SC,10110.0,,,
Post Graduate Institute Of Medical Sciences (Pgims),M.D. (GENERAL MEDICINE),SC,10111.0,,,
Madurai Medical College,M.D. (GENERAL MEDICINE),SC,10121.0,,14512.0,23677.0
Nemcare Hospital,M.D. (GENERAL MEDICINE),Open,10312.0,,,
Maharashtra Post Graduate Institute Of Medical Education And Research,M.D. (GENERAL MEDICINE),SC,10331.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.D. (GENERAL MEDICINE),SC,10342.0,,,
College Of Medicine And Jnm Hospital,M.D. (GENERAL MEDICINE),OBC,10366.0,,,
Gandhi Medical College,M.D. (GENERAL MEDICINE),SC,10419.0,,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical College,M.D. (GENERAL MEDICINE),SC,10446.0,,,
Gajra Raja Medical College Gwalior,M.D. (GENERAL MEDICINE),SC,10467.0,,172177.0,
Esic Medical College And Pgimsr,M.D. (GENERAL MEDICINE),SC,10489.0,,,
K.A.P.Viswanatham Government Medical College,M.D. (GENERAL MEDICINE),SC,10665.0,,,
Coimbatore Medical College,M.D. (GENERAL MEDICINE),SC,10815.0,,15059.0,
Down Town Hospital,M.D. (GENERAL MEDICINE),Open,10951.0,,,
Swami Ramanand Teerth Rural Government Medical College,M.D. (GENERAL MEDICINE),SC,11001.0,,,
Hayat Hospital,M.D. (GENERAL MEDICINE),Open,11011.0,,,
Rajiv Gandhi Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,11072.0,,,
Tirunelveli Medical College,M.D. (GENERAL MEDICINE),SC,11087.0,12693.0,10180.0,
Sri Bhausaheb Hire Government Medical College,M.D. (GENERAL MEDICINE),SC,11211.0,,14414.0,
Netaji Subhash Chandra Bose Medical College,M.D. (GENERAL MEDICINE),SC,11221.0,,,
Government Medical College Chandrapur,M.D. (GENERAL MEDICINE),SC,11243.0,,20226.0,
Govt. Medical College,M.D. (GENERAL MEDICINE),SC,11275.0,18573.0,177600.0,
Employees' State Insurance Corporation Medical College & Hospital,M.D. (GENERAL MEDICINE),SC,11302.0,,,
Indira Gandhi Medical College And Research Institute,M.D. (GENERAL MEDICINE),SC,11451.0,,,
Govt. Medical College,M.D. (GENERAL MEDICINE),SC,11464.0,,,
Gulbarga Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,11661.0,,,
Goa Medical College,M.D. (GENERAL MEDICINE),SC,11663.0,,,
Jawahar Lal Nehru Medical College,M.D. (GENERAL MEDICINE),ST,11819.0,,,
Government Medical College Kadapa (Formerly Rajiv Gandhi,M.D. (GENERAL MEDICINE),SC,11873.0,,,20521.0
Osmania Medical Collge,M.D. (GENERAL MEDICINE),ST,11886.0,15102.0,,
Jlnm Hospital,M.D. (GENERAL MEDICINE),OBC,11960.0,,,
Government Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,12019.0,,,
Ipgme&R And Sskm Hospital Kolkata,M.D. (GENERAL MEDICINE),ST,12144.0,,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.D. (GENERAL MEDICINE),SC,12237.0,,,
Topiwala National Medical College,M.D. (GENERAL MEDICINE),ST,12371.0,,,
Sarojini Naidu Medical College,M.D. (GENERAL MEDICINE),SC,12482.0,,,
Government Villupuram Medical College,M.D. (GENERAL MEDICINE),SC,12522.0,,,
Govt Medical College,M.D. (GENERAL MEDICINE),SC,12670.0,15865.0,17856.0,
Government Vellore Medical College,M.D. (GENERAL MEDICINE),SC,12693.0,,,
Government T D Medical College,M.D. (GENERAL MEDICINE),SC,12716.0,,15877.0,
Guru Gobind Singh Medical College,M.D. (GENERAL MEDICINE),SC,12738.0,,20266.0,
Seth Gordhandas Sunderdas Medical College,M.D. (GENERAL MEDICINE),Open,12761.0,,,
Govt. Doon Medical College,M.D. (GENERAL MEDICINE),SC,12872.0,14638.0,,
Government Medical College - Kannur,M.D. (GENERAL MEDICINE),SC,12891.0,,,
Bidar Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,12903.0,,,
Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),ST,12969.0,,,
Government Mohan Kumaramangalam Medical College,M.D. (GENERAL MEDICINE),SC,13373.0,,,
Pt. Jawahar Lal Nehru Memorial Medical College,M.D. (GENERAL MEDICINE),SC,13408.0,,,
Acsr Government Medical College,M.D. (GENERAL MEDICINE),SC,13415.0,,,
Gvernment Medical College,M.D. (GENERAL MEDICINE),SC,13499.0,,,
Dr. Rajendra Prasad Government Medical College,M.D. (GENERAL MEDICINE),ST,13592.0,,,
Kanyakumari Government Medical College,M.D. (GENERAL MEDICINE),SC,13698.0,,,31535.0
Gandhi Medical College,M.D. (GENERAL MEDICINE),ST,13952.0,,,
Jawaharlal Nehru Medical College,M.D. (GENERAL MEDICINE),SC,14127.0,,10287.0,
Chhattisgarh Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,14295.0,,,
Government Thoothukudi Medical College,M.D. (GENERAL MEDICINE),SC,14512.0,,,31076.0
Govt. Medical College,M.D. (GENERAL MEDICINE),ST,14515.0,,,
Government Medical College,M.D. (GENERAL MEDICINE),SC,14631.0,19076.0,22462.0,33250.0
Lokmanya Tilak Medical College Mumbai,M.D. (GENERAL MEDICINE),ST,14771.0,,,
Srirama Chandra Bhanja Medical College,M.D. (GENERAL MEDICINE),ST,14874.0,,,
Dr. Rajendra Prasad Government Medical College,M.D. (GENERAL MEDICINE),SC,14915.0,,23981.0,
Assam Medical College,M.D. (GENERAL MEDICINE),SC,14967.0,17917.0,,
M. P. Shah Government Medical College,M.D. (GENERAL MEDICINE),ST,15010.0,,,
Goa Medical College,M.D. (GENERAL MEDICINE),ST,15054.0,23234.0,23421.0,29632.0
Esic Medical College,M.D. (GENERAL MEDICINE),ST,15102.0,,13952.0,
Jawaharlal Nehru Medical College,M.D. (GENERAL MEDICINE),ST,15138.0,,,
Mahatma Gandhi Memorial Medical College,M.D. (GENERAL MEDICINE),SC,15232.0,,,
Guntur Medical College,M.D. (GENERAL MEDICINE),ST,15354.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.D. (GENERAL MEDICINE),SC,15638.0,,,
Darbhanga Medical College,M.D. (GENERAL MEDICINE),SC,15671.0,,,
Silchar Medical College,M.D. (GENERAL MEDICINE),SC,15738.0,18524.0,23316.0,32574.0
Esic Medical College And Pgimsr,M.D. (GENERAL MEDICINE),ST,15821.0,,,
King Georges Medical University,M.D. (GENERAL MEDICINE),ST,16107.0,,,
Government Thiruvannamalai Medical College,M.D. (GENERAL MEDICINE),SC,16136.0,,21196.0,
Pgimer,M.D. (GENERAL MEDICINE),SC,16485.0,,,
Kakatiya Medical College,M.D. (GENERAL MEDICINE),ST,16538.0,,,
Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College,M.D. (GENERAL MEDICINE),SC,16672.0,,,
Dr. Sampurnanand Medical College (Snmc),M.D. (GENERAL MEDICINE),ST,16845.0,,25823.0,
General Hospital,M.D. (GENERAL MEDICINE),SC,17106.0,,,
Kurnool Medical College,M.D. (GENERAL MEDICINE),ST,17361.0,,,
Sher-I-Kashmir Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,17683.0,,,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.D. (GENERAL MEDICINE),SC,17769.0,,,
Rajkiya Medical College,M.D. (GENERAL MEDICINE),SC,17908.0,19356.0,,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),ST,17945.0,,,
Assam Medical College,M.D. (GENERAL MEDICINE),ST,18168.0,,,
Siddhartha Medical College,M.D. (GENERAL MEDICINE),ST,18559.0,,,
R G Kar Medical College,M.D. (GENERAL MEDICINE),ST,19039.0,23504.0,,
Esic Medical College & Hospital,M.D. (GENERAL MEDICINE),ST,19274.0,,,
Government Medical College Kota,M.D. (GENERAL MEDICINE),ST,19370.0,,,
Govt Medical College Kottayam,M.D. (GENERAL MEDICINE),ST,19373.0,,,
Stanley Medical College,M.D. (GENERAL MEDICINE),ST,19508.0,,,
Dr. Baba Saheb Ambedkar Hospital,M.D. (GENERAL MEDICINE),SC,19594.0,,,
Southern Railway Head Quarter Hospital,M.D. (GENERAL MEDICINE),SC,20046.0,,,
Mahatma Gandhi Memorial Medical College,M.D. (GENERAL MEDICINE),ST,20047.0,,,
Kalpana Chawla Govt Medical College,M.D. (GENERAL MEDICINE),SC,20226.0,,,
Madurai Medical College,M.D. (GENERAL MEDICINE),ST,20393.0,,,
Govt Medical College,M.D. (GENERAL MEDICINE),ST,20895.0,,,
Gandhi Medical College,M.D. (GENERAL MEDICINE),ST,21031.0,22788.0,,
Tezpur Medical College,M.D. (GENERAL MEDICINE),ST,21384.0,35076.0,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.D. (GENERAL MEDICINE),ST,21706.0,,,
Pt. Jawahar Lal Nehru Memorial Medical College,M.D. (GENERAL MEDICINE),ST,22405.0,,,
Mahatma Gandhi Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),ST,22467.0,,,
Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital,M.D. (GENERAL MEDICINE),ST,22508.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.D. (GENERAL MEDICINE),ST,22788.0,,,46884.0
Rajarshee Chhatrapati Shahu Maharaj Government Medical College,M.D. (GENERAL MEDICINE),ST,23134.0,,,
Burdwan Medical College,M.D. (GENERAL MEDICINE),ST,23504.0,36729.0,42176.0,48989.0
Darbhanga Medical College,M.D. (GENERAL MEDICINE),ST,24697.0,,,
Government T D Medical College,M.D. (GENERAL MEDICINE),ST,24754.0,,,
Government Kilpauk Medical College,M.D. (GENERAL MEDICINE),ST,24822.0,,,
Thanjavur Medical College,M.D. (GENERAL MEDICINE),ST,25538.0,,33726.0,
Tirunelveli Medical College,M.D. (GENERAL MEDICINE),ST,25571.0,,,
Sarojini Naidu Medical College,M.D. (GENERAL MEDICINE),ST,25680.0,,,
Government Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),ST,25823.0,,38220.0,
Pgimer,M.D. (GENERAL MEDICINE),ST,26272.0,,,
Maharani Laxmi Bai Medical College Jhansi,M.D. (GENERAL MEDICINE),ST,26319.0,,,
Guru Gobind Singh Medical College,M.D. (GENERAL MEDICINE),ST,26499.0,,,
Government Mohan Kumaramangalam Medical College,M.D. (GENERAL MEDICINE),ST,26561.0,,,
District Hospital,M.D. (GENERAL MEDICINE),SC,26733.0,,,
Government Medical College,M.D. (GENERAL MEDICINE),ST,27145.0,31204.0,36729.0,59032.0
Government Villupuram Medical College,M.D. (GENERAL MEDICINE),ST,28002.0,,45956.0,
Government Sivagangai Medical College And Hospital,M.D. (GENERAL MEDICINE),ST,28045.0,,,
Gvernment Medical College,M.D. (GENERAL MEDICINE),ST,28356.0,,,
Jlnm Hospital,M.D. (GENERAL MEDICINE),SC,29079.0,,,
Govt. Medical College,M.D. (GENERAL MEDICINE),OBC,31764.0,5576.0,,
Vardhman Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),ST,33062.0,,,
Esic Model Hospital,M.D. (GENERAL MEDICINE),ST,36782.0,,,
Government Medical College,M.D. (GENERAL MEDICINE),Open,48102.0,3887.0,132059.0,
Bangalore Medical College And Research Institute,M.D. (GENERAL MEDICINE),OBC,50010.0,,,
Nizams Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),Open,50447.0,,,
Srirama Chandra Bhanja Medical College,M.D. (GENERAL MEDICINE),Open,57253.0,,100683.0,
Pgimer,M.D. (GENERAL MEDICINE),OBC,64466.0,,,
Sawai Man Singh Medical College,M.D. (GENERAL MEDICINE),Open,64933.0,,,
Madras Medical College,M.D. (GENERAL MEDICINE),Open,67998.0,,,
Stanley Medical College,M.D. (GENERAL MEDICINE),Open,72134.0,820.0,850.0,
Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),OBC,72167.0,,91526.0,135580.0
Andhra Medical College,M.D. (GENERAL MEDICINE),Open,74131.0,652.0,165520.0,
Madurai Medical College,M.D. (GENERAL MEDICINE),Open,74641.0,,,
Mahatma Gandhi Memorial Medical College,M.D. (GENERAL MEDICINE),Open,75342.0,,719.0,
Guntur Medical College,M.D. (GENERAL MEDICINE),Open,75908.0,,170084.0,
Mahatma Gandhi Memorial Medical College,M.D. (GENERAL MEDICINE),OBC,82636.0,,200574.0,
Maharani Laxmi Bai Medical College Jhansi,M.D. (GENERAL MEDICINE),Open,90726.0,,,
Sawai Man Singh Medical College,M.D. (GENERAL MEDICINE),OBC,91927.0,,,
Pgimer,M.D. (GENERAL MEDICINE),EWS,95699.0,,,
Pgimer,M.D. (GENERAL MEDICINE),Open,98748.0,10155.0,,
Srirama Chandra Bhanja Medical College,M.D. (GENERAL MEDICINE),OBC,98891.0,,,
Govt. Medical College,M.D. (GENERAL MEDICINE),OBC,100226.0,6425.0,181154.0,9904.0
Govt. Medical College,M.D. (GENERAL MEDICINE),Open,104391.0,3822.0,145661.0,163304.0
Gajra Raja Medical College Gwalior,M.D. (GENERAL MEDICINE),Open,105194.0,,,
Darbhanga Medical College,M.D. (GENERAL MEDICINE),Open,108388.0,,147299.0,
Medical College,M.D. (GENERAL MEDICINE),Open,116669.0,,,
Nalanda Medical College,M.D. (GENERAL MEDICINE),OBC,123671.0,,,
Acsr Government Medical College,M.D. (GENERAL MEDICINE),OBC,128868.0,,,
Govt. Medical College,M.D. (GENERAL MEDICINE),ST,129596.0,,209638.0,
Govt Medical College Kottayam,M.D. (GENERAL MEDICINE),OBC,138577.0,,167971.0,
Acsr Government,M.D. (GENERAL MEDICINE),Open,,3231.0,,
Acsr Government Medical,M.D. (GENERAL MEDICINE),OBC,,,184457.0,
Acsr Government Medical,M.D. (GENERAL MEDICINE),Open,,,2435.0,
Acsr Government Medical,M.D. (GENERAL MEDICINE),SC,,,17481.0,
Autonomous State,M.D. (GENERAL MEDICINE),OBC,,5285.0,,
Autonomous State,M.D. (GENERAL MEDICINE),Open,,3689.0,,
Agartala Government Medical,M.D. (GENERAL MEDICINE),EWS,,7645.0,,
Agartala Government Medical,M.D. (GENERAL MEDICINE),ST,,34570.0,,
Agartala Government Medical College,M.D. (GENERAL MEDICINE),EWS,,,12928.0,
Agartala Government Medical College,M.D. (GENERAL MEDICINE),ST,,,40938.0,
Atal Bihari Vajpayee,M.D. (GENERAL MEDICINE),Open,,3794.0,,
Atal Bihari Vajpayee Government Medical College,M.D. (GENERAL MEDICINE),Open,,,5209.0,
Autonomous State Medical,M.D. (GENERAL MEDICINE),OBC,,5451.0,,
Autonomous State Medical,M.D. (GENERAL MEDICINE),ST,,33979.0,,
Autonomous State Medical College,M.D. (GENERAL MEDICINE),OBC,,,6345.0,
Autonomous State Medical College,M.D. (GENERAL MEDICINE),ST,,,40761.0,
B.J.Government Medical,M.D. (GENERAL MEDICINE),EWS,,1875.0,,
B.J.Government Medical,M.D. (GENERAL MEDICINE),Open,,1193.0,,
Belagavi Institute Of,M.D. (GENERAL MEDICINE),OBC,,2794.0,,
Belagavi Institute Of,M.D. (GENERAL MEDICINE),SC,,13178.0,,
Belagavi Institute Of,M.D. (GENERAL MEDICINE),ST,,24304.0,,
Belagavi Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),OBC,,,3626.0,
Belagavi Institute Of Medical Sciences,M.D. (GENERAL MEDICINE),SC,,,13498.0,
Bidar Institute Of,M.D. (GENERAL MEDICINE),OBC,,3450.0,,
Bidar Institute Of,M.D. (GENERAL MEDICINE),Open,,2915.0,,
Bidar Institute Of,M.D. (GENERAL MEDICINE),SC,,15091.0,,
Baba Raghav Das Medical,M.D. (GENERAL MEDICINE),OBC,,3841.0,,
Baba Raghav Das Medical College,M.D. (GENERAL MEDICINE),SC,,,19339.0,
Bangalore Medical College And,M.D. (GENERAL MEDICINE),Open,,229.0,,
Bangalore Medical College And,M.D. (GENERAL MEDICINE),ST,,6606.0,,
Bankura Sammilani Medical,M.D. (GENERAL MEDICINE),OBC,,7380.0,,
Bankura Sammilani Medical,M.D. (GENERAL MEDICINE),SC,,12365.0,,
Bankura Sammilani Medical College,M.D. (GENERAL MEDICINE),OBC,,,7555.0,
Calcutta National,M.D. (GENERAL MEDICINE),OBC,,6408.0,,
Chengalpattu Medical,M.D. (GENERAL MEDICINE),Open,,2578.0,,
Chhattisgarh Institute,M.D. (GENERAL MEDICINE),OBC,,5410.0,,
Chhattisgarh Institute,M.D. (GENERAL MEDICINE),Open,,3382.0,,
Chhattisgarh Institute,M.D. (GENERAL MEDICINE),SC,,20673.0,,
Chhattisgarh Institute Of Medical,M.D. (GENERAL MEDICINE),Open,,,5390.0,
Chikkamagaluru Institute Of Medical,M.D. (GENERAL MEDICINE),SC,,,216471.0,
Coimbatore Medical,M.D. (GENERAL MEDICINE),EWS,,4131.0,,
Coimbatore Medical,M.D. (GENERAL MEDICINE),Open,,1896.0,,
Chamarajanagar Institute Of,M.D. (GENERAL MEDICINE),OBC,,3265.0,,
Chamarajanagar Institute Of,M.D. (GENERAL MEDICINE),Open,,3144.0,,
College Of Medicine & Sagore,M.D. (GENERAL MEDICINE),EWS,,6531.0,,
Darbhanga Medical,M.D. (GENERAL MEDICINE),Open,,3551.0,,
Darbhanga Medical,M.D. (GENERAL MEDICINE),SC,,20521.0,,
Dr. Shankarrao Chavan,M.D. (GENERAL MEDICINE),EWS,,3079.0,,
Dr. Shankarrao Chavan,M.D. (GENERAL MEDICINE),OBC,,3014.0,,
Dr. Shankarrao Chavan,M.D. (GENERAL MEDICINE),Open,,2462.0,,
Dr. Shankarrao Chavan,M.D. (GENERAL MEDICINE),SC,,11211.0,,
Dr. Shankarrao Chavan Government Medical,M.D. (GENERAL MEDICINE),SC,,,12336.0,
Dr Ram Manohar Lohia Institute,M.D. (GENERAL MEDICINE),OBC,,1958.0,,
Dr. L H Hiranandani Hospital,M.D. (GENERAL MEDICINE),Open,,,27080.0,
Dr. Rajendra Prasad,M.D. (GENERAL MEDICINE),Open,,2621.0,,
Dr. Rajendra Prasad,M.D. (GENERAL MEDICINE),SC,,16773.0,,
Dr. Sampurnanand Medical,M.D. (GENERAL MEDICINE),Open,,1235.0,,
Dr. Sampurnanand Medical,M.D. (GENERAL MEDICINE),SC,,13204.0,,
Dr. Sampurnanand Medical,M.D. (GENERAL MEDICINE),ST,,20774.0,,
Dr.V.M.Govt.Medical,M.D. (GENERAL MEDICINE),EWS,,2255.0,,
Dr.V.M.Govt.Medical,M.D. (GENERAL MEDICINE),OBC,,2721.0,,
Dr.V.M.Govt.Medical,M.D. (GENERAL MEDICINE),SC,,10702.0,,
Esi-Post Graduate,M.D. (GENERAL MEDICINE),Open,,903.0,,
Esic Medical College &,M.D. (GENERAL MEDICINE),Open,,695.0,,
Esic Medical College And,M.D. (GENERAL MEDICINE),SC,,14105.0,,
Esic Medical College And,M.D. (GENERAL MEDICINE),ST,,19202.0,,
Employees' State Insurance,M.D. (GENERAL MEDICINE),Open,,2281.0,,
Employees' State Insurance,M.D. (GENERAL MEDICINE),SC,,11661.0,,
Employees' State Insurance Corporation Medical College &,M.D. (GENERAL MEDICINE),Open,,,3274.0,
Fakhruddin Ali Ahmed Medical,M.D. (GENERAL MEDICINE),OBC,,7991.0,,
Fakhruddin Ali Ahmed Medical,M.D. (GENERAL MEDICINE),Open,,5404.0,,
Fakhruddin Ali Ahmed Medical College,M.D. (GENERAL MEDICINE),SC,,,27067.0,
Gadag Institute Of,M.D. (GENERAL MEDICINE),OBC,,2484.0,,
Gadag Institute Of,M.D. (GENERAL MEDICINE),Open,,2337.0,,
Gajra Raja Medical,M.D. (GENERAL MEDICINE),EWS,,2982.0,,
Gajra Raja Medical,M.D. (GENERAL MEDICINE),OBC,,3350.0,,
Gajra Raja Medical,M.D. (GENERAL MEDICINE),Open,,2249.0,,
Goverment Medical,M.D. (GENERAL MEDICINE),Open,,4786.0,,
Goverment Medical College,M.D. (GENERAL MEDICINE),Open,,,6969.0,13911.0
Government,M.D. (GENERAL MEDICINE),OBC,,2854.0,,
Government,M.D. (GENERAL MEDICINE),Open,,2758.0,,
Government Dharmapuri,M.D. (GENERAL MEDICINE),Open,,3264.0,,
Government Medical,M.D. (GENERAL MEDICINE),EWS,,4819.0,,
Government Medical,M.D. (GENERAL MEDICINE),OBC,,3221.0,,
Government Medical,M.D. (GENERAL MEDICINE),Open,,3537.0,,
